,Serial Number,SMILES,Number of Unique Zeolites,List of Zeolites
611,612,C[C@H]1CCC[C@H](C)[N+]12CCC[C@@H]2C,99,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LEV', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
612,613,C[C@H]1CCC[C@H](C)[N+]12CCC[C@H]2C,100,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVE', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ESV', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTF', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PUN', 'PWN', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TUN', 'UFI', 'USI', 'VFI']"
613,614,C[C@H]1CCC[C@H](C)[N+]12Cc1ccccc1C2,92,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
614,615,C[C@H]1CCC[C@H]([N+]2(C)CCCC2)C1,99,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MSE', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
615,616,C[C@H]1CCC[N+](C)(C)C1,152,"['AEI', 'AEL', 'AET', 'AFG', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'AST', 'ATS', 'AVL', 'AWW', 'BEA', 'BEC', 'BOF', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGF', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DAC', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'ETV', 'EUO', 'EWS', 'EZT', 'FAU', 'FER', 'GIU', 'GME', 'GON', 'HEU', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JNT', 'JSN', 'JSR', 'JST', 'JSW', 'KFI', 'LAU', 'LEV', 'LIO', 'LOS', 'LTA', 'LTF', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MRT', 'MSE', 'MSO', 'MTF', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSI', 'OSO', 'PCR', 'PCS', 'POS', 'PTY', 'PUN', 'PWO', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SVV', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VET', 'VFI']"
616,617,C[C@H]1CCC[N+]12CCC1(CC2)OCCO1,96,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'ATS', 'AVE', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MWW', 'OFF', 'POS', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TON', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
617,618,C[C@H]1CCC[N+]12CCCCCC2,130,"['AEI', 'AET', 'AFG', 'AFI', 'AFN', 'AFR', 'AFT', 'AFV', 'AFX', 'AFY', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'ETV', 'EUO', 'EWS', 'EZT', 'FAU', 'GIU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'JST', 'KFI', 'LAU', 'LEV', 'LIO', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MSE', 'MSO', 'MTF', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POS', 'PUN', 'PWN', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STT', 'STW', 'SWY', 'TER', 'TOL', 'TON', 'TSC', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'VFI']"
618,619,C[C@H]1CCC[N+]12C[C@H](C)C[C@@H](C)C2,100,"['AEI', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVE', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'TUN', 'UFI', 'UOS', 'UOV', 'USI', 'UTL', 'VFI']"
619,620,C[C@H]1CCC[N+]12[C@H](C)CCC[C@H]2C,100,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LEV', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MER', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTF', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
620,621,C[C@H]1CCC[N+]2(Cc3ccccc3C2)C1,97,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'PUN', 'PWN', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'UOV', 'UOZ', 'USI', 'UTL', 'VFI']"
621,622,C[C@H]1CCC[N@+](Cc2ccccc2)(C[N@+]2(Cc3ccccc3)CCC[C@@H](C)C2)C1,23,"['AFS', 'BEC', 'BOG', 'BOZ', 'BPH', 'CTH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ITG', 'ITT', 'IWR', 'IWW', 'MEI', 'MWW', 'POS', 'SAO', 'SBE', 'SOV', 'UTL', 'VFI']"
622,623,C[C@H]1CCC[N@+](Cc2ccccc2)(C[N@+]2(Cc3ccccc3)CCC[C@H](C)C2)C1,24,"['AFS', 'AFY', 'BOG', 'BOZ', 'BPH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ITT', 'KFI', 'LTA', 'LTL', 'MEI', 'MOZ', 'MWW', 'RHO', 'SAO', 'SBE', 'SFS', 'UFI', 'UTL', 'VFI']"
623,624,C[C@H]1CCC[N@+](Cc2ccccc2)(C[N@@+]2(Cc3ccccc3)CCC[C@@H](C)C2)C1,24,"['AFS', 'BOG', 'BPH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ITT', 'IWR', 'IWS', 'KFI', 'LTA', 'LTL', 'MEI', 'MOZ', 'MWW', 'RHO', 'SAO', 'SBE', 'SFS', 'UFI', 'UTL', 'VFI']"
624,625,C[C@H]1CCC[N@+](Cc2ccccc2)(C[N@@+]2(Cc3ccccc3)CCC[C@H](C)C2)C1,21,"['AFS', 'BEC', 'BOZ', 'BPH', 'CON', 'CTH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ITT', 'IWR', 'MEI', 'POS', 'SAO', 'SBE', 'SFS', 'SOV', 'UTL', 'VFI']"
625,626,C[C@H]1CCC[N@+]12CCCC(C)(C)C2,125,"['AEI', 'AEL', 'AET', 'AFG', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'ATO', 'AVE', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAR', 'FAU', 'GIU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LIO', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTT', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POS', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VET', 'VFI']"
626,627,C[C@H]1CCC[N@+]12CCCC[C@H]2C,109,"['AEI', 'AEL', 'AFI', 'AFN', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'ATS', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CFI', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ESV', 'ETL', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'JST', 'KFI', 'LEV', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MRE', 'MSE', 'MTF', 'MTW', 'MWW', 'NON', 'OFF', 'POS', 'PWN', 'PWO', 'PWW', 'RHO', 'RTE', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TON', 'UFI', 'UOS', 'USI', 'UTL', 'VFI']"
627,628,C[C@H]1CCC[N@+]12CCC[C@@H]1CCCC[C@@H]12,94,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'PWN', 'PWO', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TON', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
628,629,C[C@H]1CCC[N@+]12CCC[C@@H]1CCCC[C@H]12,91,"['AEI', 'AFI', 'AFR', 'AFS', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'POS', 'PUN', 'PWN', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOR', 'SOV', 'SSF', 'STF', 'STO', 'STT', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'USI', 'UTL', 'VFI']"
629,630,C[C@H]1CCC[N@+]12CCC[C@H]1CCCC[C@@H]12,95,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'PUN', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
630,631,C[C@H]1CCC[N@+]12CCC[C@H]1CCCC[C@H]12,92,"['AEI', 'AFI', 'AFR', 'AFS', 'AFV', 'AFX', 'AFY', 'AVL', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CSV', 'CTH', 'DFO', 'EAB', 'EEI', 'EMT', 'EON', 'ERI', 'ETR', 'EUO', 'EWS', 'EZT', 'FAU', 'GME', 'IFO', 'IFR', 'IFW', 'IHW', 'IMF', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MTW', 'MWW', 'OFF', 'POS', 'PWN', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SEW', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'STF', 'STI', 'STT', 'STW', 'SWY', 'TON', 'UFI', 'USI', 'UTL', 'VFI']"
631,632,C[C@H]1CCC[N@+]2(Cc3ccccc3C[N@+]3(CCC[C@@H](C)C3)C2)C1,46,"['AFR', 'AFS', 'AFY', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRN', 'IRR', 'ISV', 'ITG', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MOZ', 'MSE', 'MWW', 'POS', 'PWN', 'RHO', 'SAO', 'SAV', 'SBE', 'SEW', 'SFG', 'SFO', 'SFS', 'SOV', 'SSF', 'TUN', 'UFI', 'USI', 'UTL', 'VFI']"
632,633,C[C@H]1CCC[N@+]2(Cc3ccccc3C[N@+]3(CCC[C@H](C)C3)C2)C1,45,"['AFR', 'AFS', 'AFX', 'AFY', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EMT', 'ETR', 'FAU', 'GME', 'IRR', 'ISV', 'ITG', 'ITR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MOZ', 'MSE', 'MWW', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFG', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'UFI', 'UOV', 'UTL', 'VFI']"
633,634,C[C@H]1CCC[N@+]2(Cc3ccccc3C[N@@+]3(CCC[C@@H](C)C3)C2)C1,56,"['AFR', 'AFS', 'AFX', 'AFY', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'CSV', 'CTH', 'DFO', 'EMT', 'ETR', 'EUO', 'FAU', 'IFW', 'IRN', 'IRR', 'ISV', 'ITG', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MOR', 'MOZ', 'MSE', 'MWW', 'POS', 'PWN', 'RHO', 'SAO', 'SAV', 'SBE', 'SEW', 'SFG', 'SFO', 'SFS', 'SFW', 'SOR', 'SOV', 'SSF', 'STI', 'SWY', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VFI']"
634,635,C[C@H]1CCC[N@@+](Cc2ccccc2)(C[N@+]2(Cc3ccccc3)CCC[C@@H](C)C2)C1,31,"['AFS', 'AFY', 'BEC', 'BOG', 'BOZ', 'BPH', 'CON', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ITG', 'ITT', 'IWR', 'KFI', 'LTA', 'LTL', 'MEI', 'MOZ', 'POS', 'RHO', 'SAO', 'SBE', 'SEW', 'SFS', 'SOV', 'SSF', 'UFI', 'UTL', 'VFI']"
635,636,C[C@H]1CCC[N@@+](Cc2ccccc2)(C[N@+]2(Cc3ccccc3)CCC[C@H](C)C2)C1,22,"['AFS', 'BOG', 'BPH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MOZ', 'MWW', 'SAO', 'SBE', 'UFI', 'UTL', 'VFI']"
636,637,C[C@H]1CCC[N@@+](Cc2ccccc2)(C[N@@+]2(Cc3ccccc3)CCC[C@@H](C)C2)C1,24,"['AFS', 'AFY', 'BEC', 'BOG', 'BPH', 'DFO', 'EMT', 'ETR', 'FAU', 'IRR', 'ITG', 'ITT', 'IWR', 'IWW', 'KFI', 'LTA', 'LTL', 'MEI', 'MOZ', 'SAO', 'SBE', 'SOV', 'UFI', 'VFI']"
637,638,C[C@H]1CCC[N@@+]12CCCC(C)(C)C2,127,"['AEI', 'AEL', 'AET', 'AFG', 'AFI', 'AFN', 'AFR', 'AFS', 'AFT', 'AFV', 'AFX', 'AFY', 'ATO', 'AVE', 'AVL', 'AWW', 'BEA', 'BEC', 'BOG', 'BOZ', 'BPH', 'CGS', 'CHA', 'CON', 'CSV', 'CTH', 'DFO', 'EAB', 'EMT', 'EON', 'ERI', 'ETR', 'ETV', 'EUO', 'EWS', 'EZT', 'FAR', 'FAU', 'GIU', 'GME', 'IFO', 'IFR', 'IFW', 'IFY', 'IHW', 'IRN', 'IRR', 'ISV', 'ITE', 'ITG', 'ITH', 'ITR', 'ITT', 'IWR', 'IWS', 'IWW', 'JSR', 'KFI', 'LIO', 'LTA', 'LTF', 'LTL', 'MAR', 'MAZ', 'MEI', 'MEL', 'MFI', 'MFS', 'MOR', 'MOZ', 'MSE', 'MSO', 'MTT', 'MTW', 'MWW', 'NON', 'NPT', 'OBW', 'OFF', 'OKO', 'OSO', 'PCS', 'POS', 'PUN', 'PWW', 'RHO', 'RTH', 'SAF', 'SAO', 'SAS', 'SAT', 'SAV', 'SBE', 'SBS', 'SBT', 'SEW', 'SFE', 'SFF', 'SFG', 'SFH', 'SFN', 'SFO', 'SFS', 'SFW', 'SGT', 'SOF', 'SOR', 'SOV', 'SSF', 'SSY', 'STF', 'STI', 'STO', 'STT', 'STW', 'SWY', 'SZR', 'TER', 'TOL', 'TON', 'TUN', 'UFI', 'UOV', 'USI', 'UTL', 'VET', 'VFI']"
